,num_gold,num_gold_correct,num_questions,demog-age,demog-gender,demog-race,job,region,demog-educ,demog-sexual,identification-fake-1,identification-fake-2,identification-fake-3,identification-fake-4,identification-real-1,identification-real-2,identification-real-3,identification-real-4,pct_gold_correct
public.us-east-1.A2RAXDXAJ13EYX,7,2,24,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.2857142857142857
public.us-east-1.A1E7VDDO8OPXNG,4,1,11,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.25
public.us-east-1.AO2PSM6P2W9P7,1,0,1,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.0
public.us-east-1.A3OUKGS8BDB2I4,2,0,4,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.0
public.us-east-1.A1TKVWCJLBIUYF,1,1,1,21-30 years old,Male,Asian,west-2-split-0-rep-4,west-2,Bachelor's Degree,Heterosexual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
public.us-east-1.A34OH8N3GTAD4T,2,2,4,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,1.0
public.us-east-1.A178BXD4UBX932,3,1,6,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.A2RRRIDXT8IC1Z,2,0,4,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.0
public.us-east-1.A13R2JMVMPIF6H,1,0,1,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.0
public.us-east-1.A1MHUF6WJDR4A2,1,1,1,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,1.0
public.us-east-1.A1I0LW3KRXJX0P,0,0,1,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.0
public.us-east-1.A2WSWG9IQ0ZOC8,0,0,1,31-40 years old,Female,Hispanic,west-2-split-0-rep-4,west-2,Bachelor's Degree,Heterosexual,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
public.us-east-1.AI91L9BSP6NBM,0,0,1,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.0
public.us-east-1.A3OUKGS8BDB2I4,3,0,7,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A1RZYFWFP9M2ZL,20,1,51,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.05
public.us-east-1.A19OW01UZETDXL,12,2,38,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.16666666666666666
public.us-east-1.A3UD3Z0MVKSLF3,24,7,63,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.2916666666666667
public.us-east-1.A2D8U77XWH40I4,4,0,14,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A2Q99XBBVXFPG7,6,5,14,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.8333333333333334
public.us-east-1.ABDWWV9GFHVQ5,22,20,56,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.9090909090909091
public.us-east-1.AUVBBPEQIRHK3,8,1,17,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.125
public.us-east-1.A2BJMVJXFMT6R3,2,0,3,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A47LXYTWFIB6F,13,2,30,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.15384615384615385
public.us-east-1.A19BG3DNCB8371,3,0,7,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A34OH8N3GTAD4T,18,2,41,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.1111111111111111
public.us-east-1.A2RRRIDXT8IC1Z,15,1,39,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.06666666666666667
public.us-east-1.AAISLVE5U7EPM,3,0,12,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A34ZAOC90XFXLR,5,1,19,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.2
public.us-east-1.ALXIA5WJ916PJ,5,2,11,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.4
public.us-east-1.ALJXFAPVR5NY0,1,1,4,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,1.0
public.us-east-1.A245B3Q3BILZCL,3,2,14,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A1PZNXUXSW2MH0,1,0,11,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A2C8IESKZ6MSNF,4,1,16,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.25
public.us-east-1.A2DBPQCHNR30EU,2,0,6,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A2D9CD4ELPYVUA,9,1,29,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.1111111111111111
public.us-east-1.AP4LB7P4K7M9L,7,3,14,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.42857142857142855
public.us-east-1.A1E7VDDO8OPXNG,2,1,7,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.5
public.us-east-1.A30E6TB3PNFRI3,6,0,14,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A3GE6PFS8JGEW2,1,0,3,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A2BC5O377KEL6N,8,3,14,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.375
public.us-east-1.A2VTNO389Z7GZZ,3,1,5,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.A3GFL1OXQNL2LB,3,0,11,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A1I0LW3KRXJX0P,1,0,2,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.AGYT38VVSA48K,3,2,9,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A3QGZ31LEUFJV1,4,3,7,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.75
public.us-east-1.A6MCR5VWBFWZT,1,1,1,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,1.0
public.us-east-1.A3JGB3OMTOWR6I,1,0,8,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A26BQOPGB12IXD,0,0,1,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A21X60VQIDZU4D,0,0,1,21-30 years old,Female,White,west-2-split-0-rep-3,west-2,Master's Degree,Bisexual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
public.us-east-1.A28LVKN22K756,2,1,3,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.5
public.us-east-1.A1ODA3Q5H6HTDQ,0,0,1,,,,west-2-split-0-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A3AAJIOULPV12E,12,5,28,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.4166666666666667
public.us-east-1.A25CRYCU7YUITQ,8,6,28,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.75
public.us-east-1.A2BL85FF81CS3,8,1,27,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.125
public.us-east-1.A2ATPVV665TR66,9,0,32,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A3A189KXWG4FCC,14,2,40,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.14285714285714285
public.us-east-1.A12KQGDA5YYCW7,8,3,22,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.375
public.us-east-1.A16V5CHZ10ZPZN,7,5,16,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.7142857142857143
public.us-east-1.AGBQ4WKJG7DHO,9,2,19,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.2222222222222222
public.us-east-1.AW0CTE2B06BWI,7,2,16,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.2857142857142857
public.us-east-1.A3U5FZX51JBFQW,10,3,26,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.3
public.us-east-1.A1NN61ZAXV9FR0,14,1,30,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.07142857142857142
public.us-east-1.A1K7FKUQ1EHVAZ,18,1,48,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.05555555555555555
public.us-east-1.A3OTMQBHLX8TCD,7,3,20,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.42857142857142855
public.us-east-1.A1E7VDDO8OPXNG,6,0,14,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.AEFBNJYPN71F9,4,1,14,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.25
public.us-east-1.A2OTMALDJLAS7,17,8,35,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.47058823529411764
public.us-east-1.A3JGB3OMTOWR6I,12,3,29,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.25
public.us-east-1.A10Q1TJDW26M30,10,4,22,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.4
public.us-east-1.A230J2JPVXVTKB,6,2,15,21-30 years old,Male,White,west-2-split-0-rep-2,west-2,Bachelor's Degree,Heterosexual,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333
public.us-east-1.A19AYB3M3IIP51,4,1,13,21-30 years old,Male,White,west-2-split-0-rep-2,west-2,,Heterosexual,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.25
public.us-east-1.A1JBG197ZBOPB4,9,0,25,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A2D8U77XWH40I4,2,0,5,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A7PZNZNNJUK4Y,5,0,10,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A2I9BPKBUTYWTY,4,0,9,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A2RRRIDXT8IC1Z,3,1,7,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.ALY9LCLINHN34,1,0,1,21-30 years old,Male,White,west-2-split-0-rep-2,west-2,Bachelor's Degree,Homosexual,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
public.us-east-1.A2PIU9D1SJBXUD,7,0,16,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A2Q99XBBVXFPG7,0,0,4,,Female,White,west-2-split-0-rep-2,west-2,Master's Degree,Heterosexual,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
public.us-east-1.A3GFL1OXQNL2LB,0,0,2,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A25SH3L1UR6Y1Z,3,3,4,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,1.0
public.us-east-1.A2BJMVJXFMT6R3,1,0,4,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A47LXYTWFIB6F,1,1,2,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,1.0
public.us-east-1.A3F293Q71V7LXQ,1,0,2,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A2C66BD4D2GOEZ,0,0,3,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A2BC5O377KEL6N,1,0,1,31-40 years old,Female,White,west-2-split-0-rep-2,west-2,Bachelor's Degree,Bisexual,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
public.us-east-1.A19OW01UZETDXL,1,0,1,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.ABDWWV9GFHVQ5,4,4,7,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,1.0
public.us-east-1.A1I0LW3KRXJX0P,0,0,1,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A34ZAOC90XFXLR,1,0,5,,,,west-2-split-0-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A3F293Q71V7LXQ,9,4,22,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.4444444444444444
public.us-east-1.AOMSOIGOYPFXX,17,5,37,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.29411764705882354
public.us-east-1.A1K7FKUQ1EHVAZ,15,2,38,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.13333333333333333
public.us-east-1.A2OTMALDJLAS7,21,10,48,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.47619047619047616
public.us-east-1.A3QGZ31LEUFJV1,10,7,29,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.7
public.us-east-1.ABDWWV9GFHVQ5,11,11,33,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,1.0
public.us-east-1.A3AUJCI9H4XBO0,4,1,9,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.25
public.us-east-1.A2D9CD4ELPYVUA,11,0,29,31-40 years old,Male,White,west-2-split-0-rep-1,west-2,Bachelor's Degree,Heterosexual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
public.us-east-1.A10X6FEDISRRB1,7,5,25,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.7142857142857143
public.us-east-1.A3U5FZX51JBFQW,8,3,25,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.375
public.us-east-1.A12KQGDA5YYCW7,5,2,10,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.4
public.us-east-1.A2YHLPK2DKQRCL,3,1,5,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.A2ATPVV665TR66,0,0,2,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A25CRYCU7YUITQ,0,0,2,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A2BL85FF81CS3,11,2,32,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.18181818181818182
public.us-east-1.A1NN61ZAXV9FR0,9,2,19,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.2222222222222222
public.us-east-1.A2D8U77XWH40I4,2,0,3,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A1EAJF4MKAGHJE,8,5,13,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.625
public.us-east-1.A3A189KXWG4FCC,12,2,32,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.16666666666666666
public.us-east-1.A2C8IESKZ6MSNF,5,1,23,41-50 years old,Female,White,west-2-split-0-rep-1,west-2,Master's Degree,Asexual,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.2
public.us-east-1.ALXIA5WJ916PJ,8,4,24,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.5
public.us-east-1.A4WEWT7GG2VOT,5,0,21,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A3EYXR4HIZ4YL6,9,6,23,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A3JGB3OMTOWR6I,14,4,34,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.2857142857142857
public.us-east-1.A178BXD4UBX932,2,0,4,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A34ZAOC90XFXLR,0,0,6,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A2AYCZZ1IHNJNF,8,5,18,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.625
public.us-east-1.A47LXYTWFIB6F,4,2,8,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.5
public.us-east-1.A2C66BD4D2GOEZ,2,0,5,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.ACV2AY4DB0QT5,2,0,2,31-40 years old,Female,White,west-2-split-0-rep-1,west-2,Master's Degree,Heterosexual,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0
public.us-east-1.A2BC5O377KEL6N,0,0,1,,,,west-2-split-0-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A2OTMALDJLAS7,2,0,3,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A3AAJIOULPV12E,5,1,7,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.2
public.us-east-1.A2D9CD4ELPYVUA,2,1,2,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.5
public.us-east-1.A3OTMQBHLX8TCD,3,0,6,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A2Q99XBBVXFPG7,1,1,2,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,1.0
public.us-east-1.A3AUJCI9H4XBO0,2,0,3,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A2AYCZZ1IHNJNF,5,1,6,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.2
public.us-east-1.A2C8IESKZ6MSNF,4,1,6,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.25
public.us-east-1.A3EYXR4HIZ4YL6,3,2,4,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A1K7FKUQ1EHVAZ,2,0,5,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A3OUKGS8BDB2I4,1,0,1,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A1JBG197ZBOPB4,1,0,2,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.AOMSOIGOYPFXX,4,0,6,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A3QGZ31LEUFJV1,2,1,3,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.5
public.us-east-1.A1NN61ZAXV9FR0,3,1,5,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.A3A189KXWG4FCC,2,1,5,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.5
public.us-east-1.A2K5YXJV0IDKH5,1,1,3,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,1.0
public.us-east-1.A2ATPVV665TR66,2,0,4,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A12KQGDA5YYCW7,0,0,1,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A3U5FZX51JBFQW,2,1,4,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.5
public.us-east-1.A3N3XW7KMFJC9C,1,1,3,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,1.0
public.us-east-1.A3JGB3OMTOWR6I,2,2,4,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,1.0
public.us-east-1.A1RZYFWFP9M2ZL,2,0,2,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A3GE6PFS8JGEW2,1,0,1,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.AT0PYFTZBWTOQ,1,0,1,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A3F293Q71V7LXQ,0,0,1,,,,west-2-split-0-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A12KQGDA5YYCW7,25,10,68,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.4
public.us-east-1.A3U5FZX51JBFQW,11,4,35,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.36363636363636365
public.us-east-1.A3AAJIOULPV12E,16,7,46,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.4375
public.us-east-1.A19BG3DNCB8371,18,6,48,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.A10Q1TJDW26M30,10,5,21,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.5
public.us-east-1.A1K7FKUQ1EHVAZ,25,15,66,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.6
public.us-east-1.A2WSWG9IQ0ZOC8,3,3,8,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,1.0
public.us-east-1.A2ATPVV665TR66,24,9,61,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.375
public.us-east-1.A28LVKN22K756,5,4,17,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.8
public.us-east-1.A6MCR5VWBFWZT,7,1,23,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.14285714285714285
public.us-east-1.A1NN61ZAXV9FR0,19,4,53,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.21052631578947367
public.us-east-1.A2BL85FF81CS3,20,9,55,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.45
public.us-east-1.A1JDPMVFB8HNMH,21,8,54,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.38095238095238093
public.us-east-1.A234QKV52N964W,3,2,3,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A3ISXIUWYFY64O,2,0,5,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.0
public.us-east-1.A2Q99XBBVXFPG7,2,1,7,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.5
public.us-east-1.A23NESSAWIXYA5,0,0,2,21-30 years old,Male,Other,east-2-split-1-rep-3,east-2,Some College,Heterosexual,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
public.us-east-1.A1SCF3L6LTFQHF,0,0,1,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.0
public.us-east-1.A3A189KXWG4FCC,5,1,18,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.2
public.us-east-1.A15QVZHXJYWO31,1,1,2,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,1.0
public.us-east-1.A3JGB3OMTOWR6I,1,0,1,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.0
public.us-east-1.A3O6XMWN8W84L5,1,1,1,41-50 years old,Male,Asian,east-2-split-1-rep-3,east-2,Bachelor's Degree,Heterosexual,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
public.us-east-1.A245B3Q3BILZCL,4,1,10,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.25
public.us-east-1.AI91L9BSP6NBM,2,2,2,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,1.0
public.us-east-1.A47LXYTWFIB6F,0,0,2,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.0
public.us-east-1.A1PZNXUXSW2MH0,0,0,2,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.0
public.us-east-1.A2BC5O377KEL6N,0,0,1,,,,east-2-split-1-rep-3,east-2,,,,,,,,,,,0.0
public.us-east-1.A1PQ33Y6ZPJBLE,25,9,69,,,,east-2-split-1-rep-2,east-2,,,,,,,,,,,0.36
public.us-east-1.A3JGB3OMTOWR6I,6,3,13,,,,east-2-split-1-rep-2,east-2,,,,,,,,,,,0.5
public.us-east-1.A12KQGDA5YYCW7,7,2,17,,,,east-2-split-1-rep-2,east-2,,,,,,,,,,,0.2857142857142857
public.us-east-1.A2YHLPK2DKQRCL,10,1,35,,,,east-2-split-1-rep-2,east-2,,,,,,,,,,,0.1
